Date,Australian dollar(AUD),Canadian dollar(CAD),Chinese yuan(CNY),Euro(EUR),Indian rupee(INR),Japanese yen(JPY),U.K. pound(GBP)
19-Jul-2018,0.7411,1.3255,6.761,1.1588,68.8331,112.75,1.2986
20-Jul-2018,0.7375,1.3255,6.7819,1.167,68.8458,112.58,1.3034
23-Jul-2018,0.7423,1.3156,6.7798,1.1716,68.704,110.92,1.31435
24-Jul-2018,0.7376,1.3157,6.8123,1.1706,69.053,111.25,1.31345
25-Jul-2018,0.7402,1.3088,6.7837,1.169,68.8028,111.28,1.31605
26-Jul-2018,0.7436,1.3065,6.7776,1.1716,68.7017,110.71,1.31755
27-Jul-2018,0.7389,1.3062,6.8138,1.1625,68.7041,111.12,1.30985
30-Jul-2018,0.7397,1.3021,6.8246,1.1684,68.7531,111.04,1.31105
31-Jul-2018,0.7431,1.3017,6.8309,1.1736,68.6068,110.97,1.3163
01-Aug-2018,0.7407,1.3002,6.8056,1.1696,68.6058,111.83,1.3129
02-Aug-2018,0.7385,1.3014,6.8269,1.1617,68.3566,111.69,1.31095
03-Aug-2018,0.737,1.2983,6.8905,1.1588,68.7933,111.75,1.3003
06-Aug-2018,0.737,1.2983,6.8403,1.1543,68.6833,111.34,1.29355
07-Aug-2018,0.7402,1.3023,6.8412,1.1602,68.8,111.33,1.2965
08-Aug-2018,0.7427,1.3052,6.824,1.1589,68.6465,111.4,1.2861
09-Aug-2018,0.7441,1.304,6.8254,1.1593,68.624,110.82,1.2888
10-Aug-2018,0.7331,1.3113,6.8554,1.1456,68.9538,110.88,1.2771
13-Aug-2018,0.7279,1.3136,6.8803,1.1403,69.4685,110.25,1.275
14-Aug-2018,0.7271,1.3087,6.8821,1.1406,69.4685,110.76,1.2773
15-Aug-2018,0.7213,1.3138,6.9058,1.1321,69.4685,111.37,1.271
16-Aug-2018,0.7275,1.3152,6.9132,1.137,70.2287,110.83,1.26945
17-Aug-2018,0.727,1.3081,6.8885,1.1391,70.2287,110.87,1.2709
20-Aug-2018,0.7306,1.3065,6.8529,1.142,69.7617,110.5,1.2751
21-Aug-2018,0.736,1.3036,6.8404,1.1502,69.6668,109.92,1.2835
22-Aug-2018,0.7356,1.3016,6.8455,1.1616,69.6668,110.15,1.289
23-Aug-2018,0.7294,1.3063,6.8714,1.1579,70.0656,110.84,1.2904
24-Aug-2018,0.728,1.3036,6.8825,1.1588,70.1377,111.42,1.2857
27-Aug-2018,0.7323,1.2986,6.8175,1.1633,70.0366,111.21,1.2857
28-Aug-2018,0.7328,1.2917,6.81,1.171,70.1687,111.27,1.28945
29-Aug-2018,0.7309,1.2931,6.8255,1.166,70.5046,111.25,1.2887
30-Aug-2018,0.728,1.298,6.835,1.1692,70.7329,111.66,1.30165
31-Aug-2018,0.726,1.298,6.8314,1.1651,70.9255,111.0,1.30055
04-Sep-2018,0.7228,1.3182,6.8306,1.1562,71.1857,111.08,1.2824
05-Sep-2018,0.7186,1.3185,6.842,1.1582,71.7533,111.5,1.28245
06-Sep-2018,0.7171,1.3188,6.8378,1.1634,71.9214,111.25,1.2934
07-Sep-2018,0.7151,1.3164,6.8373,1.1615,71.9009,110.5,1.302
10-Sep-2018,0.7115,1.3163,6.8595,1.1571,72.5745,110.94,1.2931
11-Sep-2018,0.7126,1.3141,6.8618,1.1574,72.3227,111.45,1.3016
12-Sep-2018,0.7103,1.3141,6.87,1.1585,72.7549,111.55,1.2984
13-Sep-2018,0.7181,1.2997,6.8495,1.162,72.7549,111.42,1.30615
14-Sep-2018,0.72,1.3033,6.8478,1.1689,71.8129,112.05,1.31195
17-Sep-2018,0.7162,1.3019,6.8692,1.1671,72.5505,112.05,1.3107
18-Sep-2018,0.7207,1.2992,6.8632,1.1697,72.3796,111.8,1.3139
19-Sep-2018,0.7248,1.2947,6.8529,1.1667,72.6781,112.35,1.3184
20-Sep-2018,0.726,1.2905,6.8534,1.1769,72.6781,112.33,1.32325
21-Sep-2018,0.7296,1.2916,6.8407,1.1759,71.8489,112.7,1.3189
24-Sep-2018,0.7262,1.2935,6.8407,1.1773,72.6927,112.7,1.313
25-Sep-2018,0.7244,1.2948,6.8671,1.1777,72.8134,112.95,1.3154
26-Sep-2018,0.7264,1.2975,6.8765,1.1737,72.7182,112.92,1.31455
27-Sep-2018,0.7233,1.3045,6.8771,1.1707,72.6505,112.83,1.3139
28-Sep-2018,0.7222,1.3045,6.8814,1.1576,72.5474,113.47,1.3041
01-Oct-2018,0.7222,1.2803,6.8814,1.1606,72.8036,113.9,1.3039
02-Oct-2018,0.72,1.2817,6.8814,1.1543,72.8036,113.94,1.2947
03-Oct-2018,0.7182,1.2832,6.8814,1.1548,73.0299,113.6,1.2981
04-Oct-2018,0.7085,1.29,6.8814,1.1502,73.7509,114.4,1.29825
05-Oct-2018,0.7065,1.29,6.8814,1.1506,73.5809,114.09,1.30375
09-Oct-2018,0.709,1.2965,6.9239,1.1435,74.0989,113.0,1.3051
10-Oct-2018,0.7118,1.2992,6.919,1.15,74.1316,113.04,1.3163
11-Oct-2018,0.7072,1.3038,6.9282,1.1575,74.3875,112.15,1.3207
12-Oct-2018,0.7123,1.3031,6.9152,1.1574,73.7967,112.16,1.32195
15-Oct-2018,0.7108,1.2993,6.9275,1.1581,73.9708,111.99,1.3174
16-Oct-2018,0.7122,1.2938,6.9189,1.1587,73.9041,111.86,1.32185
17-Oct-2018,0.7136,1.2994,6.9272,1.153,73.4846,112.39,1.3132
18-Oct-2018,0.7131,1.3057,6.9377,1.1505,73.4846,112.51,1.3129
19-Oct-2018,0.7109,1.3104,6.933,1.147,73.4354,112.32,1.30305
22-Oct-2018,0.7107,1.3105,6.9354,1.1494,73.3025,112.45,1.3027
23-Oct-2018,0.7063,1.3098,6.9395,1.1478,73.7818,112.75,1.29865
24-Oct-2018,0.7104,1.3029,6.9385,1.1389,73.2645,112.44,1.2918
25-Oct-2018,0.7077,1.3076,6.9481,1.1416,73.2746,111.95,1.2895
26-Oct-2018,0.7034,1.3108,6.9381,1.1345,73.374,112.41,1.2791
29-Oct-2018,0.7099,1.3119,6.953,1.1381,73.4181,111.95,1.2827
30-Oct-2018,0.7093,1.3133,6.963,1.1372,73.5709,112.51,1.2741
31-Oct-2018,0.7085,1.3142,6.9717,1.1318,73.9936,113.24,1.2774
01-Nov-2018,0.713,1.3088,6.9533,1.1393,73.8295,112.89,1.29155
02-Nov-2018,0.7243,1.3105,6.8965,1.1417,72.8798,113.05,1.3021
05-Nov-2018,0.7189,1.3096,6.9275,1.137,73.074,113.2,1.30035
06-Nov-2018,0.7213,1.313,6.9239,1.1428,73.074,113.28,1.3068
07-Nov-2018,0.7264,1.3096,6.9298,1.1487,73.074,113.6,1.316
08-Nov-2018,0.7274,1.3114,6.9283,1.1424,73.074,113.62,1.3104
09-Nov-2018,0.7244,1.3206,6.9465,1.1346,72.7347,113.9,1.3026
12-Nov-2018,0.7226,1.3206,6.9636,1.1265,72.9078,114.09,1.28685
13-Nov-2018,0.7212,1.3241,6.952,1.1261,72.5853,113.7,1.2921
14-Nov-2018,0.7217,1.3235,6.9498,1.1296,72.1039,113.92,1.29345
15-Nov-2018,0.7279,1.3202,6.9377,1.1305,72.16,113.61,1.28135
16-Nov-2018,0.7269,1.3154,6.9503,1.1346,71.8023,113.4,1.2815
19-Nov-2018,0.7308,1.3182,6.9393,1.1427,71.9007,112.77,1.28115
20-Nov-2018,0.7274,1.3259,6.9424,1.1421,71.3276,112.5,1.2847
21-Nov-2018,0.7235,1.327,6.9425,1.1409,71.3276,112.89,1.2807
26-Nov-2018,0.725,1.323,6.938,1.1363,70.7144,113.25,1.2857
27-Nov-2018,0.7228,1.3289,6.9504,1.1328,70.9065,113.5,1.2745
28-Nov-2018,0.7233,1.3302,6.9564,1.1284,70.6881,113.8,1.28
29-Nov-2018,0.7314,1.3275,6.9443,1.1387,69.9159,113.27,1.2767
30-Nov-2018,0.7316,1.3301,6.9433,1.1359,69.6574,113.43,1.2755
03-Dec-2018,0.7367,1.3191,6.8904,1.1332,70.028,113.5,1.2723
04-Dec-2018,0.7375,1.3219,6.8452,1.1409,70.3455,113.59,1.281
05-Dec-2018,0.7288,1.3219,6.8681,1.1354,70.3455,113.0,1.27735
06-Dec-2018,0.7226,1.3404,6.8816,1.1351,71.0371,112.8,1.2746
07-Dec-2018,0.7233,1.3299,6.8827,1.1371,70.5663,112.75,1.277
10-Dec-2018,0.7221,1.3379,6.907,1.1425,71.3257,112.57,1.26585
11-Dec-2018,0.7205,1.3402,6.9001,1.1379,71.9274,113.06,1.2605
12-Dec-2018,0.7215,1.3346,6.888,1.1346,72.0407,113.5,1.2547
13-Dec-2018,0.7226,1.3359,6.8678,1.1371,71.5368,113.45,1.2654
14-Dec-2018,0.7189,1.3379,6.8948,1.1285,71.7359,113.58,1.2556
17-Dec-2018,0.7173,1.3399,6.8999,1.1341,71.673,113.48,1.26415
18-Dec-2018,0.7189,1.3454,6.8986,1.1377,71.194,112.5,1.2694
19-Dec-2018,0.7193,1.345,6.8973,1.1405,70.1094,112.4,1.26495
20-Dec-2018,0.7095,1.3495,6.9003,1.1451,70.2835,112.52,1.26865
21-Dec-2018,0.711,1.3566,6.8977,1.1414,70.0368,111.24,1.267
26-Dec-2018,0.711,1.3566,6.8765,1.1414,69.9906,110.44,1.2674
27-Dec-2018,0.706,1.3641,6.8905,1.1377,70.327,111.1,1.2629
28-Dec-2018,0.7051,1.3641,6.853,1.1454,69.9786,110.83,1.26955
02-Jan-2019,0.702,1.36,6.8557,1.1397,69.6089,110.83,1.26605
03-Jan-2019,0.6945,1.3501,6.8744,1.1348,70.3627,110.83,1.2556
04-Jan-2019,0.7024,1.341,6.8647,1.1403,69.8653,107.63,1.2666
07-Jan-2019,0.7133,1.3313,6.8498,1.1445,69.4814,108.49,1.2754
08-Jan-2019,0.713,1.3293,6.86,1.144,70.0221,108.74,1.27755
09-Jan-2019,0.7154,1.3221,6.8353,1.1455,70.4418,108.9,1.2733
10-Jan-2019,0.7185,1.3234,6.7899,1.1535,70.5135,107.93,1.2738
11-Jan-2019,0.722,1.3234,6.7468,1.1533,70.4737,108.4,1.2825
14-Jan-2019,0.7184,1.3269,6.7644,1.1467,70.8244,108.4,1.2875
15-Jan-2019,0.7212,1.3266,6.753,1.1424,71.0298,108.36,1.28615
16-Jan-2019,0.7196,1.3248,6.7615,1.1389,71.1847,108.46,1.2849
17-Jan-2019,0.7152,1.3294,6.767,1.1396,71.3418,109.02,1.2898
18-Jan-2019,0.7193,1.326,6.7725,1.1402,71.1418,109.35,1.2933
22-Jan-2019,0.7137,1.334,6.8064,1.1354,71.3761,109.63,1.2896
23-Jan-2019,0.7137,1.3348,6.7887,1.1367,71.2039,109.64,1.3034
24-Jan-2019,0.711,1.3351,6.795,1.1341,71.282,109.5,1.3021
25-Jan-2019,0.7095,1.3256,6.7621,1.1346,71.1051,109.72,1.3095
28-Jan-2019,0.7095,1.326,6.7371,1.1418,71.134,109.32,1.3145
29-Jan-2019,0.7167,1.3266,6.7374,1.1422,71.0942,109.18,1.3157
30-Jan-2019,0.7195,1.3192,6.7123,1.1429,71.2442,109.39,1.3101
31-Jan-2019,0.7268,1.3144,6.7064,1.1488,71.0333,108.92,1.31295
01-Feb-2019,0.7241,1.3095,6.7355,1.1471,71.1102,108.88,1.3062
04-Feb-2019,0.7227,1.3127,6.7355,1.1445,71.658,109.53,1.3064
05-Feb-2019,0.726,1.3134,6.7355,1.1423,71.7459,109.99,1.30125
06-Feb-2019,0.7153,1.319,6.7355,1.1394,71.5731,109.75,1.29515
07-Feb-2019,0.7099,1.3285,6.7355,1.1345,71.4688,109.88,1.2873
08-Feb-2019,0.7076,1.327,6.7355,1.1346,71.2949,109.8,1.29605
11-Feb-2019,0.7093,1.3294,6.7776,1.1309,71.1621,109.8,1.2914
12-Feb-2019,0.7072,1.3248,6.7781,1.1296,70.9353,110.5,1.28545
13-Feb-2019,0.7134,1.324,6.7594,1.1305,70.5547,110.55,1.2942
14-Feb-2019,0.7119,1.3298,6.7668,1.1268,70.9408,111.0,1.2807
15-Feb-2019,0.7093,1.3266,6.7787,1.126,71.2515,110.38,1.2819
19-Feb-2019,0.7113,1.3238,6.7726,1.1294,71.2515,110.68,1.29185
20-Feb-2019,0.7163,1.3169,6.7241,1.1342,71.1773,110.84,1.3024
21-Feb-2019,0.7162,1.3196,6.7144,1.1354,71.154,110.72,1.30555
22-Feb-2019,0.7093,1.3173,6.72,1.1325,71.2177,110.72,1.301
25-Feb-2019,0.7144,1.3174,6.6982,1.1355,71.042,110.8,1.3085
26-Feb-2019,0.7159,1.3195,6.6991,1.1361,71.0952,110.8,1.3211
27-Feb-2019,0.7183,1.3145,6.6858,1.1386,71.1663,110.55,1.3318
28-Feb-2019,0.7146,1.3169,6.6883,1.1416,71.1953,110.89,1.3303
01-Mar-2019,0.7093,1.326,6.7015,1.1383,70.9696,111.7,1.32235
04-Mar-2019,0.7095,1.3317,6.6957,1.1337,70.9696,112.0,1.3188
05-Mar-2019,0.7076,1.3345,6.7029,1.1329,70.7601,111.85,1.31775
06-Mar-2019,0.7035,1.342,6.7105,1.1305,70.5798,111.77,1.3136
07-Mar-2019,0.7049,1.342,6.709,1.1271,70.0268,111.65,1.3138
08-Mar-2019,0.7009,1.3422,6.7243,1.1222,70.101,111.52,1.3073
11-Mar-2019,0.7044,1.3414,6.7245,1.1244,69.9308,111.12,1.3021
12-Mar-2019,0.7069,1.3378,6.712,1.1275,69.595,111.4,1.3053
13-Mar-2019,0.7055,1.3326,6.711,1.1303,69.6225,111.3,1.3157
14-Mar-2019,0.7059,1.3327,6.7174,1.1295,69.6657,111.25,1.32285
15-Mar-2019,0.7081,1.3342,6.716,1.1308,69.2131,111.86,1.3264
18-Mar-2019,0.7115,1.3345,6.7124,1.1349,68.6088,111.55,1.32625
19-Mar-2019,0.7105,1.3292,6.7168,1.1358,68.5847,111.28,1.32775
20-Mar-2019,0.7075,1.3317,6.7054,1.1354,68.8604,111.6,1.32225
21-Mar-2019,0.7145,1.3366,6.6837,1.1387,68.8604,111.6,1.31245
22-Mar-2019,0.7106,1.3411,6.7014,1.1302,68.6607,110.71,1.3145
25-Mar-2019,0.7079,1.342,6.7129,1.1325,68.9903,109.8,1.3188
26-Mar-2019,0.7122,1.3386,6.7134,1.1291,68.8469,110.09,1.3242
27-Mar-2019,0.7101,1.3414,6.7238,1.1261,68.903,110.55,1.3225
28-Mar-2019,0.7097,1.3429,6.7282,1.1218,69.0038,110.2,1.3121
29-Mar-2019,0.7087,1.3363,6.7211,1.1235,69.1713,110.92,1.31055
01-Apr-2019,0.7121,1.3337,6.712,1.1236,69.1713,111.08,1.3105
02-Apr-2019,0.708,1.3344,6.721,1.12,69.1198,111.35,1.3058
03-Apr-2019,0.7106,1.3324,6.7075,1.1243,68.4896,111.47,1.3173
04-Apr-2019,0.7111,1.3357,6.7179,1.1219,68.8446,111.49,1.31475
05-Apr-2019,0.7125,1.3386,6.7179,1.1233,69.1965,111.77,1.30615
08-Apr-2019,0.7094,1.3325,6.7192,1.1246,69.5142,111.45,1.3053
09-Apr-2019,0.7136,1.3316,6.7136,1.1277,69.5397,111.35,1.3088
10-Apr-2019,0.7144,1.3326,6.7161,1.1279,69.1482,111.17,1.3081
11-Apr-2019,0.7163,1.3378,6.717,1.1264,68.9742,111.07,1.3098
12-Apr-2019,0.7132,1.3329,6.7185,1.1321,69.324,111.75,1.30825
15-Apr-2019,0.7168,1.3354,6.706,1.1313,69.2293,111.99,1.3112
16-Apr-2019,0.7147,1.3361,6.7071,1.1305,69.577,111.97,1.3087
17-Apr-2019,0.72,1.3332,6.6908,1.1301,69.577,112.0,1.30465
18-Apr-2019,0.7183,1.3382,6.7002,1.125,69.4189,111.98,1.30095
19-Apr-2019,0.7183,1.3382,6.7043,1.125,69.4189,111.93,1.30095
22-Apr-2019,0.7183,1.3353,6.713,1.125,69.7423,111.96,1.30095
23-Apr-2019,0.7121,1.3421,6.7191,1.1245,69.7474,111.83,1.3007
24-Apr-2019,0.7039,1.3475,6.7191,1.1209,69.9045,111.93,1.29375
25-Apr-2019,0.7039,1.3493,6.7372,1.1123,69.9418,112.0,1.2874
26-Apr-2019,0.7025,1.346,6.7367,1.1133,70.1445,111.7,1.29115
29-Apr-2019,0.7056,1.346,6.7326,1.115,70.1445,111.7,1.2921
30-Apr-2019,0.7039,1.3423,6.7411,1.1218,69.8368,111.7,1.30105
01-May-2019,0.7054,1.3416,6.7411,1.1218,69.8368,111.7,1.30655
02-May-2019,0.702,1.3462,6.7411,1.1212,69.5419,111.7,1.30575
03-May-2019,0.6998,1.3429,6.7411,1.1155,69.2679,111.7,1.2999
06-May-2019,0.6989,1.3456,6.7692,1.1199,69.3558,111.7,1.2999
07-May-2019,0.7034,1.3476,6.764,1.1185,69.3095,110.72,1.30885
08-May-2019,0.7023,1.3466,6.77,1.1202,69.6009,110.01,1.3017
09-May-2019,0.6976,1.3483,6.8127,1.1193,69.8685,109.95,1.2984
10-May-2019,0.6995,1.3418,6.8089,1.123,69.9212,109.85,1.3022
13-May-2019,0.6976,1.3457,6.8673,1.1245,70.2576,109.75,1.30245
14-May-2019,0.6955,1.3469,6.8856,1.1226,70.4208,109.58,1.29525
15-May-2019,0.6932,1.3451,6.8683,1.1183,70.2087,109.65,1.2907
16-May-2019,0.6914,1.3439,6.885,1.1203,70.2469,109.46,1.2823
17-May-2019,0.6881,1.3468,6.9114,1.1172,70.1666,109.94,1.2757
20-May-2019,0.692,1.3468,6.9125,1.1167,69.5466,110.17,1.2741
21-May-2019,0.6878,1.3413,6.912,1.1161,69.7291,110.15,1.26955
22-May-2019,0.6875,1.341,6.9129,1.1171,69.7655,110.51,1.26675
23-May-2019,0.6876,1.3478,6.915,1.1139,69.6732,110.22,1.2646
24-May-2019,0.6888,1.3447,6.9048,1.1187,69.6096,109.71,1.2693
28-May-2019,0.6929,1.3477,6.9109,1.1192,69.6142,109.52,1.26735
29-May-2019,0.693,1.3514,6.9155,1.1156,69.8805,109.27,1.2643
30-May-2019,0.6929,1.3501,6.9055,1.1134,69.7852,109.57,1.2631
31-May-2019,0.6916,1.3527,6.9035,1.1151,69.8058,109.33,1.25805
03-Jun-2019,0.6948,1.347,6.9062,1.1185,69.4338,108.25,1.2647
04-Jun-2019,0.6982,1.3414,6.9123,1.1244,69.2918,108.02,1.269
05-Jun-2019,0.7,1.3401,6.9104,1.1257,69.2918,108.12,1.27095
06-Jun-2019,0.6975,1.3378,6.914,1.1266,69.3205,108.24,1.2691
07-Jun-2019,0.697,1.3378,6.914,1.1273,69.3019,108.48,1.27165
10-Jun-2019,0.697,1.3267,6.9342,1.1301,69.4598,108.49,1.26755
11-Jun-2019,0.6953,1.3278,6.9166,1.132,69.4222,108.6,1.27
12-Jun-2019,0.6948,1.3303,6.9129,1.1323,69.4048,108.45,1.2734
13-Jun-2019,0.6913,1.3324,6.9208,1.1289,69.3579,108.33,1.26705
14-Jun-2019,0.6898,1.3385,6.9239,1.1265,69.5646,108.38,1.26385
17-Jun-2019,0.6878,1.3407,6.9245,1.1234,69.8362,108.6,1.25945
18-Jun-2019,0.684,1.3394,6.9296,1.1187,69.801,108.54,1.25355
19-Jun-2019,0.6878,1.3343,6.9047,1.1207,69.6677,108.37,1.2586
20-Jun-2019,0.6895,1.3191,6.8474,1.1307,69.5645,107.65,1.27
21-Jun-2019,0.6933,1.3212,6.8764,1.1316,69.6343,107.1,1.2663
24-Jun-2019,0.6954,1.3194,6.882,1.1394,69.4788,107.4,1.27405
25-Jun-2019,0.6958,1.3174,6.8791,1.1388,69.3398,107.0,1.2756
26-Jun-2019,0.697,1.313,6.8866,1.1362,69.3192,107.36,1.2689
27-Jun-2019,0.6992,1.3111,6.8777,1.137,69.2216,108.08,1.2714
28-Jun-2019,0.7013,1.3087,6.8668,1.138,68.918,107.68,1.26875
01-Jul-2019,0.6994,1.3087,6.8433,1.1349,68.9665,108.24,1.2637
02-Jul-2019,0.6979,1.3114,6.8735,1.1301,68.9924,108.42,1.26275
03-Jul-2019,0.6998,1.3114,6.886,1.1293,68.8776,107.6,1.25705
05-Jul-2019,0.6998,1.3114,6.8782,1.126,68.8776,107.86,1.25475
08-Jul-2019,0.699,1.3081,6.8845,1.1215,68.6982,108.52,1.2523
09-Jul-2019,0.6958,1.3127,6.881,1.1205,68.7301,108.86,1.2465
10-Jul-2019,0.6924,1.3092,6.8845,1.122,68.5269,108.9,1.247
11-Jul-2019,0.6972,1.3071,6.8662,1.1285,68.3665,108.14,1.256
12-Jul-2019,0.7001,1.3038,6.8785,1.1253,68.5855,108.4,1.2532
15-Jul-2019,0.7034,1.3039,6.8742,1.1269,68.5836,108.4,1.2546
16-Jul-2019,0.7036,1.3052,6.8758,1.1223,68.5672,107.95,1.2418
17-Jul-2019,0.701,1.3053,6.8797,1.1215,68.8051,108.17,1.2405
18-Jul-2019,0.7034,1.3069,6.8774,1.1216,68.8758,107.7,1.24755
19-Jul-2019,0.7065,1.3071,6.8743,1.1226,68.8249,107.5,1.2543
22-Jul-2019,0.7038,1.3103,6.8793,1.1215,69.0199,107.96,1.2468
23-Jul-2019,0.7019,1.3142,6.8783,1.1173,68.9922,108.05,1.24605
24-Jul-2019,0.6985,1.3137,6.8795,1.114,69.0135,108.17,1.25185
25-Jul-2019,0.6968,1.3146,6.8726,1.1115,68.9904,108.17,1.2495
26-Jul-2019,0.6944,1.3182,6.879,1.1138,69.0611,108.65,1.24285
29-Jul-2019,0.6908,1.3159,6.8921,1.1119,68.9023,108.45,1.2318
30-Jul-2019,0.6895,1.3168,6.8831,1.1154,68.75,108.78,1.21695
31-Jul-2019,0.6894,1.3148,6.8834,1.1151,68.8569,108.56,1.2165
01-Aug-2019,0.6851,1.3217,6.9003,1.1037,69.058,109.24,1.2103
02-Aug-2019,0.6812,1.3225,6.9363,1.1106,69.3981,107.11,1.2106
05-Aug-2019,0.6812,1.3225,7.033,1.1182,70.3584,106.03,1.2164
06-Aug-2019,0.6784,1.3253,7.0354,1.1187,70.7226,105.6,1.2183
07-Aug-2019,0.6716,1.3322,7.0402,1.1202,70.9553,106.15,1.2137
08-Aug-2019,0.6775,1.3257,7.0452,1.1193,70.8497,106.11,1.2152
09-Aug-2019,0.681,1.3221,7.052,1.1198,70.5185,105.98,1.2088
12-Aug-2019,0.6786,1.3234,7.067,1.1194,70.5185,105.98,1.20865
13-Aug-2019,0.6764,1.3236,7.0657,1.1222,71.2365,105.43,1.2086
14-Aug-2019,0.6788,1.3311,7.0125,1.1188,71.0968,106.36,1.2099
15-Aug-2019,0.6783,1.3325,7.0258,1.115,71.0968,105.93,1.2093
16-Aug-2019,0.679,1.3286,7.0459,1.1076,71.2872,106.15,1.216
19-Aug-2019,0.6783,1.3298,7.0473,1.1103,71.3419,106.38,1.2123
20-Aug-2019,0.6789,1.3323,7.0626,1.1076,71.6483,106.56,1.2075
21-Aug-2019,0.6781,1.3278,7.0601,1.1104,71.5508,106.47,1.2123
22-Aug-2019,0.6769,1.3293,7.0785,1.1083,71.7033,106.45,1.21385
23-Aug-2019,0.6756,1.331,7.0864,1.1065,71.7267,106.55,1.2218
26-Aug-2019,0.6734,1.3279,7.1471,1.1116,72.1814,105.25,1.22415
27-Aug-2019,0.6758,1.3267,7.1646,1.1104,71.8206,105.84,1.2254
28-Aug-2019,0.6738,1.3301,7.1666,1.1083,71.7041,105.79,1.221
29-Aug-2019,0.6722,1.3296,7.1541,1.1072,71.9971,105.92,1.21965
30-Aug-2019,0.6718,1.3296,7.1401,1.1036,71.7586,106.43,1.2178
03-Sep-2019,0.6719,1.3343,7.1773,1.0937,72.1899,106.3,1.2031
04-Sep-2019,0.6775,1.3263,7.1553,1.1018,72.07,105.99,1.221
05-Sep-2019,0.6817,1.3228,7.1431,1.1058,71.8611,106.4,1.23355
06-Sep-2019,0.6823,1.3174,7.1225,1.1027,71.7323,107.05,1.2298
09-Sep-2019,0.686,1.3155,7.1337,1.1033,71.5886,106.95,1.23755
10-Sep-2019,0.6857,1.3153,7.102,1.104,71.5886,107.43,1.2335
11-Sep-2019,0.6875,1.3181,7.1159,1.1003,71.6637,107.64,1.2354
12-Sep-2019,0.6881,1.3205,7.0847,1.0963,71.3175,108.03,1.23205
13-Sep-2019,0.6873,1.3257,7.0847,1.1096,70.9387,108.2,1.24525
16-Sep-2019,0.6875,1.3248,7.0659,1.1031,71.5362,108.2,1.2451
17-Sep-2019,0.6841,1.3257,7.0913,1.1026,71.8196,108.19,1.2404
18-Sep-2019,0.6849,1.3271,7.091,1.1053,71.3132,108.21,1.2463
19-Sep-2019,0.679,1.3259,7.0969,1.1067,71.1382,108.13,1.24505
20-Sep-2019,0.6802,1.3275,7.0881,1.103,70.937,108.0,1.2501
23-Sep-2019,0.6778,1.327,7.1213,1.0985,70.9212,108.0,1.24295
24-Sep-2019,0.6781,1.3249,7.1052,1.1003,70.8477,107.66,1.24445
25-Sep-2019,0.6782,1.327,7.1238,1.0982,71.0395,107.07,1.2417
26-Sep-2019,0.6752,1.326,7.131,1.0938,70.9021,107.71,1.23425
27-Sep-2019,0.6762,1.3249,7.1234,1.0935,70.8381,107.77,1.23065
30-Sep-2019,0.6749,1.3243,7.1292,1.0889,70.685,107.95,1.2301
01-Oct-2019,0.6708,1.3244,7.1292,1.0898,70.9109,108.17,1.2303
02-Oct-2019,0.6714,1.3294,7.1292,1.0925,70.9109,107.84,1.22525
03-Oct-2019,0.6717,1.333,7.1292,1.0951,71.1163,107.14,1.22925
04-Oct-2019,0.6755,1.333,7.1292,1.0979,70.8703,106.82,1.2336
07-Oct-2019,0.6755,1.3306,7.1292,1.0993,70.9763,106.8,1.233
08-Oct-2019,0.6748,1.3323,7.1264,1.0986,70.9763,107.39,1.2218
09-Oct-2019,0.6736,1.3324,7.1379,1.0981,71.1121,107.09,1.2224
10-Oct-2019,0.6746,1.3294,7.1247,1.103,71.0516,107.33,1.2246
11-Oct-2019,0.6777,1.3198,7.0999,1.1043,71.0272,108.0,1.25625
15-Oct-2019,0.6773,1.3211,7.0785,1.1007,71.3186,108.33,1.2647
16-Oct-2019,0.6733,1.3201,7.099,1.1025,71.5051,108.68,1.27575
17-Oct-2019,0.6785,1.3143,7.0881,1.1113,71.4087,108.75,1.2878
18-Oct-2019,0.6831,1.3132,7.0783,1.1144,71.1988,108.67,1.2895
21-Oct-2019,0.686,1.3096,7.0749,1.1173,71.1988,108.49,1.29785
22-Oct-2019,0.6876,1.3094,7.0762,1.113,70.8731,108.49,1.2958
23-Oct-2019,0.6843,1.3086,7.0769,1.1123,70.9373,108.38,1.28615
24-Oct-2019,0.6843,1.3075,7.0659,1.1128,70.9338,108.61,1.28915
25-Oct-2019,0.6818,1.3064,7.0715,1.1107,70.9593,108.7,1.2833
28-Oct-2019,0.6814,1.3056,7.0594,1.1087,70.9593,108.76,1.28315
29-Oct-2019,0.6854,1.3075,7.0601,1.1095,70.9523,108.97,1.2851
30-Oct-2019,0.6864,1.3152,7.0575,1.1106,70.7303,108.84,1.2895
31-Oct-2019,0.6926,1.316,7.0378,1.1154,70.9915,108.83,1.29595
01-Nov-2019,0.6905,1.3157,7.0396,1.1139,70.8095,107.98,1.2964
04-Nov-2019,0.6921,1.3148,7.0258,1.1158,70.6821,107.98,1.29195
05-Nov-2019,0.6904,1.3153,7.0046,1.1109,70.7283,108.77,1.2908
06-Nov-2019,0.6897,1.3179,7.0002,1.109,70.8861,109.06,1.2885
07-Nov-2019,0.6867,1.3176,6.9947,1.1077,71.0079,108.7,1.28275
08-Nov-2019,0.6881,1.3223,6.9845,1.1034,71.2494,109.35,1.2803
11-Nov-2019,0.6853,1.3223,7.0107,1.1041,71.445,109.03,1.28315
